ResponseId,C1_1,C1_2,C1_3,C1_4,C2_1,C2_2,C2_3,C2_4,C3_1,C3_2,C3_3,C3_4,C4_1,C4_2,C4_3,C4_4,C5_1,C5_2,C5_3,C5_4,vers_MAXDIFF,1.1_MAXDIFF,1.2_MAXDIFF,1.3_MAXDIFF,1.4_MAXDIFF,2.1_MAXDIFF,2.2_MAXDIFF,2.3_MAXDIFF,2.4_MAXDIFF,3.1_MAXDIFF,3.2_MAXDIFF,3.3_MAXDIFF,3.4_MAXDIFF,4.1_MAXDIFF,4.2_MAXDIFF,4.3_MAXDIFF,4.4_MAXDIFF,5.1_MAXDIFF,5.2_MAXDIFF,5.3_MAXDIFF,5.4_MAXDIFF
R_1N3zNnvwe0BnNW9,Least Important,Most Important,,,Least Important,Most Important,,,,Most Important,Least Important,,,,Most Important,Least Important,Most Important,,Least Important,,9,Feature 6,Feature 1,Feature 4,Feature 5,Feature 5,Feature 2,Feature 3,Feature 4,Feature 4,Feature 2,Feature 6,Feature 3,Feature 2,Feature 4,Feature 1,Feature 6,Feature 1,Feature 3,Feature 5,Feature 2
R_1kFF9e37lWPmjz2,Least Important,,,Most Important,Most Important,,,Least Important,Most Important,Least Important,,,,Least Important,,Most Important,,Most Important,,Least Important,10,Feature 6,Feature 2,Feature 3,Feature 1,Feature 3,Feature 4,Feature 5,Feature 6,Feature 1,Feature 5,Feature 4,Feature 3,Feature 4,Feature 6,Feature 5,Feature 2,Feature 3,Feature 1,Feature 2,Feature 5
R_1DvAXIIbrrHGxFL,,Most Important,Least Important,,Most Important,,Least Important,,,Most Important,,Least Important,Least Important,,,Most Important,Most Important,Least Important,,,11,Feature 5,Feature 3,Feature 6,Feature 4,Feature 1,Feature 4,Feature 5,Feature 2,Feature 3,Feature 1,Feature 2,Feature 6,Feature 6,Feature 5,Feature 3,Feature 1,Feature 2,Feature 6,Feature 4,Feature 3
R_AjU23PcWFgx8FMJ,Most Important,,,Least Important,Least Important,Most Important,,,Least Important,,Most Important,,,Least Important,,Most Important,,Most Important,,Least Important,12,Feature 1,Feature 3,Feature 5,Feature 6,Feature 5,Feature 1,Feature 2,Feature 4,Feature 6,Feature 5,Feature 1,Feature 3,Feature 4,Feature 6,Feature 3,Feature 2,Feature 3,Feature 2,Feature 4,Feature 5
R_2xQaopjTIIgx0eW,,Least Important,Most Important,,,Most Important,Least Important,,Least Important,Most Important,,,Most Important,Least Important,,,Least Important,,,Most Important,13,Feature 3,Feature 5,Feature 1,Feature 4,Feature 4,Feature 3,Feature 6,Feature 5,Feature 6,Feature 2,Feature 5,Feature 3,Feature 1,Feature 6,Feature 4,Feature 2,Feature 5,Feature 4,Feature 2,Feature 1
R_2wiVOtWDBcIzBch,Least Important,,Most Important,,,Least Important,,Most Important,,Least Important,,Most Important,,Most Important,Least Important,,Least Important,,Most Important,,14,Feature 6,Feature 3,Feature 2,Feature 4,Feature 3,Feature 6,Feature 5,Feature 2,Feature 4,Feature 5,Feature 3,Feature 1,Feature 2,Feature 1,Feature 6,Feature 5,Feature 5,Feature 4,Feature 1,Feature 3
R_4MjLmw2rsunHHgt,,,Least Important,Most Important,Most Important,,Least Important,,,Least Important,Most Important,,Most Important,,,Least Important,Least Important,,Most Important,,15,Feature 4,Feature 2,Feature 5,Feature 1,Feature 1,Feature 3,Feature 6,Feature 2,Feature 5,Feature 6,Feature 1,Feature 3,Feature 2,Feature 4,Feature 3,Feature 6,Feature 6,Feature 5,Feature 2,Feature 4
R_Zxckp7Nme622BFL,,,Least Important,Most Important,Least Important,Most Important,,,,Least Important,Most Important,,Most Important,,,Least Important,Least Important,,Most Important,,16,Feature 4,Feature 3,Feature 5,Feature 2,Feature 6,Feature 1,Feature 3,Feature 5,Feature 3,Feature 6,Feature 2,Feature 4,Feature 1,Feature 5,Feature 4,Feature 6,Feature 5,Feature 2,Feature 1,Feature 3
R_3nVqdCdD3R9tYC1,Most Important,,,Least Important,,,Least Important,Most Important,Least Important,Most Important,,,Least Important,,Most Important,,,Least Important,Most Important,,17,Feature 1,Feature 3,Feature 4,Feature 6,Feature 4,Feature 2,Feature 6,Feature 1,Feature 5,Feature 1,Feature 3,Feature 2,Feature 6,Feature 4,Feature 1,Feature 5,Feature 3,Feature 5,Feature 2,Feature 4
R_3PXFxqeNlqwXJNi,Least Important,Most Important,,,Most Important,,,Least Important,Least Important,,Most Important,,,,Least Important,Most Important,Most Important,,Least Important,,18,Feature 6,Feature 1,Feature 2,Feature 4,Feature 2,Feature 5,Feature 3,Feature 6,Feature 5,Feature 4,Feature 1,Feature 2,Feature 3,Feature 2,Feature 4,Feature 1,Feature 1,Feature 3,Feature 6,Feature 5
R_1ezxWWSzmcra2OT,,Most Important,Least Important,,Most Important,,Least Important,,,Most Important,,Least Important,,Least Important,Most Important,,Most Important,Least Important,,,19,Feature 3,Feature 2,Feature 5,Feature 4,Feature 2,Feature 3,Feature 6,Feature 5,Feature 5,Feature 1,Feature 2,Feature 6,Feature 4,Feature 5,Feature 1,Feature 2,Feature 1,Feature 6,Feature 4,Feature 3
R_By6uOMJ3w8zNuEN,,Least Important,Most Important,,,,Least Important,Most Important,Least Important,,,Most Important,Least Important,Most Important,,,,Most Important,Least Important,,20,Feature 4,Feature 6,Feature 1,Feature 5,Feature 3,Feature 5,Feature 6,Feature 2,Feature 6,Feature 3,Feature 5,Feature 1,Feature 5,Feature 2,Feature 3,Feature 4,Feature 2,Feature 1,Feature 4,Feature 3
R_2DZZbMXtgBZilyw,Least Important,Most Important,,,,,Most Important,Least Important,Most Important,,Least Important,,,Most Important,Least Important,,Least Important,,,Most Important,21,Feature 6,Feature 1,Feature 4,Feature 2,Feature 5,Feature 4,Feature 3,Feature 6,Feature 1,Feature 5,Feature 6,Feature 3,Feature 3,Feature 2,Feature 5,Feature 4,Feature 4,Feature 3,Feature 2,Feature 1
R_3sbMOwV3kPJfo8x,Most Important,,Least Important,,Least Important,,,Most Important,Most Important,Least Important,,,,Most Important,,Least Important,,Least Important,Most Important,,22,Feature 2,Feature 6,Feature 1,Feature 4,Feature 5,Feature 3,Feature 2,Feature 1,Feature 3,Feature 4,Feature 6,Feature 5,Feature 1,Feature 5,Feature 4,Feature 2,Feature 4,Feature 2,Feature 3,Feature 6
R_1mIbwxfk1jK55xK1,Most Important,Least Important,,,,Most Important,,Least Important,,,Most Important,Least Important,,,Least Important,Most Important,Least Important,,Most Important,,1,Feature 4,Feature 2,Feature 1,Feature 5,Feature 5,Feature 3,Feature 6,Feature 1,Feature 6,Feature 5,Feature 2,Feature 3,Feature 1,Feature 5,Feature 3,Feature 4,Feature 2,Feature 1,Feature 4,Feature 6
R_3aQzWMbhXecYeop1,Most Important,Least Important,,,,Most Important,,Least Important,,,Most Important,Least Important,,,Least Important,Most Important,Least Important,,Most Important,,1,Feature 4,Feature 2,Feature 1,Feature 5,Feature 5,Feature 3,Feature 6,Feature 1,Feature 6,Feature 5,Feature 2,Feature 3,Feature 1,Feature 5,Feature 3,Feature 4,Feature 2,Feature 1,Feature 4,Feature 6
R_wUkYZbn7wIGwKFX1,Most Important,,Least Important,,,Most Important,Least Important,,Most Important,Least Important,,,,,Most Important,Least Important,,Least Important,,Most Important,2,Feature 1,Feature 5,Feature 3,Feature 4,Feature 4,Feature 2,Feature 1,Feature 6,Feature 5,Feature 6,Feature 4,Feature 1,Feature 2,Feature 4,Feature 6,Feature 3,Feature 3,Feature 1,Feature 5,Feature 2
R_AuhZ3xvTBgeh2i51,Least Important,,Most Important,,Most Important,,Least Important,,Most Important,Least Important,,,,Least Important,Most Important,,,Most Important,,Least Important,4,Feature 1,Feature 6,Feature 5,Feature 2,Feature 4,Feature 5,Feature 2,Feature 3,Feature 3,Feature 1,Feature 4,Feature 6,Feature 5,Feature 3,Feature 1,Feature 4,Feature 2,Feature 4,Feature 6,Feature 5
R_RDI09WccdgL5KYV1,Least Important,,Most Important,,Most Important,Least Important,,,,Most Important,,Least Important,,,Least Important,Most Important,Least Important,,Most Important,,5,Feature 5,Feature 1,Feature 3,Feature 6,Feature 4,Feature 2,Feature 5,Feature 1,Feature 6,Feature 3,Feature 2,Feature 4,Feature 5,Feature 3,Feature 1,Feature 2,Feature 1,Feature 6,Feature 4,Feature 5
R_1mhfiYTnMcrSXRv1,Least Important,Most Important,,,,Most Important,Least Important,,,Least Important,Most Important,,Most Important,,,Least Important,,Least Important,,Most Important,6,Feature 2,Feature 4,Feature 1,Feature 3,Feature 1,Feature 5,Feature 2,Feature 6,Feature 5,Feature 6,Feature 4,Feature 1,Feature 6,Feature 2,Feature 3,Feature 5,Feature 3,Feature 1,Feature 6,Feature 4
R_3jcZsfmk0Edkx231,,,Least Important,Most Important,,,Most Important,Least Important,Least Important,,,Most Important,,Least Important,Most Important,,,Most Important,Least Important,,7,Feature 6,Feature 3,Feature 2,Feature 1,Feature 4,Feature 6,Feature 3,Feature 5,Feature 2,Feature 1,Feature 4,Feature 3,Feature 3,Feature 4,Feature 5,Feature 2,Feature 5,Feature 2,Feature 1,Feature 6
R_1CrtgMzsBS20f6c1,Most Important,,Least Important,,Least Important,,,Most Important,,Least Important,Most Important,,,Least Important,,Most Important,,Most Important,Least Important,,8,Feature 2,Feature 5,Feature 1,Feature 4,Feature 3,Feature 6,Feature 5,Feature 2,Feature 4,Feature 3,Feature 6,Feature 5,Feature 1,Feature 2,Feature 6,Feature 3,Feature 6,Feature 4,Feature 3,Feature 1
R_1N3zNnvwe0BnNW91,,,Most Important,Least Important,Most Important,,Least Important,,Least Important,Most Important,,,Least Important,Most Important,,,,Most Important,Least Important,,9,Feature 6,Feature 1,Feature 4,Feature 5,Feature 5,Feature 2,Feature 3,Feature 4,Feature 4,Feature 2,Feature 6,Feature 3,Feature 2,Feature 4,Feature 1,Feature 6,Feature 1,Feature 3,Feature 5,Feature 2
R_1kFF9e37lWPmjz21,,Least Important,,Most Important,,Most Important,,Least Important,Least Important,,,Most Important,Most Important,,,Least Important,Most Important,Least Important,,,10,Feature 6,Feature 2,Feature 3,Feature 1,Feature 3,Feature 4,Feature 5,Feature 6,Feature 1,Feature 5,Feature 4,Feature 3,Feature 4,Feature 6,Feature 5,Feature 2,Feature 3,Feature 1,Feature 2,Feature 5
R_1DvAXIIbrrHGxFL1,Least Important,,,Most Important,Most Important,Least Important,,,,Most Important,Least Important,,Most Important,,Least Important,,,Most Important,,Least Important,11,Feature 5,Feature 3,Feature 6,Feature 4,Feature 1,Feature 4,Feature 5,Feature 2,Feature 3,Feature 1,Feature 2,Feature 6,Feature 6,Feature 5,Feature 3,Feature 1,Feature 2,Feature 6,Feature 4,Feature 3
R_AjU23PcWFgx8FMJ1,,Least Important,,Most Important,,Most Important,,Least Important,Most Important,,,Least Important,Least Important,Most Important,,,Least Important,,Most Important,,12,Feature 1,Feature 3,Feature 5,Feature 6,Feature 5,Feature 1,Feature 2,Feature 4,Feature 6,Feature 5,Feature 1,Feature 3,Feature 4,Feature 6,Feature 3,Feature 2,Feature 3,Feature 2,Feature 4,Feature 5
R_2xQaopjTIIgx0eW1,Most Important,Least Important,,,Least Important,,,Most Important,,Least Important,Most Important,,,Most Important,Least Important,,Least Important,Most Important,,,13,Feature 3,Feature 5,Feature 1,Feature 4,Feature 4,Feature 3,Feature 6,Feature 5,Feature 6,Feature 2,Feature 5,Feature 3,Feature 1,Feature 6,Feature 4,Feature 2,Feature 5,Feature 4,Feature 2,Feature 1
R_2wiVOtWDBcIzBch1,,Most Important,Least Important,,Least Important,,Most Important,,Least Important,,Most Important,,,Least Important,,Most Important,,Least Important,,Most Important,14,Feature 6,Feature 3,Feature 2,Feature 4,Feature 3,Feature 6,Feature 5,Feature 2,Feature 4,Feature 5,Feature 3,Feature 1,Feature 2,Feature 1,Feature 6,Feature 5,Feature 5,Feature 4,Feature 1,Feature 3
R_4MjLmw2rsunHHgt1,Most Important,,,Least Important,Least Important,,Most Important,,,,Least Important,Most Important,Most Important,,Least Important,,,Least Important,Most Important,,15,Feature 4,Feature 2,Feature 5,Feature 1,Feature 1,Feature 3,Feature 6,Feature 2,Feature 5,Feature 6,Feature 1,Feature 3,Feature 2,Feature 4,Feature 3,Feature 6,Feature 6,Feature 5,Feature 2,Feature 4
R_Zxckp7Nme622BFL1,Most Important,,,Least Important,Least Important,,Most Important,,,,Least Important,Most Important,Least Important,Most Important,,,,Least Important,Most Important,,16,Feature 4,Feature 3,Feature 5,Feature 2,Feature 6,Feature 1,Feature 3,Feature 5,Feature 3,Feature 6,Feature 2,Feature 4,Feature 1,Feature 5,Feature 4,Feature 6,Feature 5,Feature 2,Feature 1,Feature 3
R_3nVqdCdD3R9tYC11,Least Important,,Most Important,,,Least Important,Most Important,,Most Important,,,Least Important,,,Least Important,Most Important,Least Important,Most Important,,,17,Feature 1,Feature 3,Feature 4,Feature 6,Feature 4,Feature 2,Feature 6,Feature 1,Feature 5,Feature 1,Feature 3,Feature 2,Feature 6,Feature 4,Feature 1,Feature 5,Feature 3,Feature 5,Feature 2,Feature 4
R_3PXFxqeNlqwXJNi1,,,Least Important,Most Important,Most Important,,Least Important,,Least Important,Most Important,,,Most Important,,,Least Important,Least Important,,Most Important,,18,Feature 6,Feature 1,Feature 2,Feature 4,Feature 2,Feature 5,Feature 3,Feature 6,Feature 5,Feature 4,Feature 1,Feature 2,Feature 3,Feature 2,Feature 4,Feature 1,Feature 1,Feature 3,Feature 6,Feature 5
R_1ezxWWSzmcra2OT1,,Least Important,Most Important,,Most Important,Least Important,,,,Most Important,Least Important,,Most Important,,Least Important,,,Most Important,,Least Important,19,Feature 3,Feature 2,Feature 5,Feature 4,Feature 2,Feature 3,Feature 6,Feature 5,Feature 5,Feature 1,Feature 2,Feature 6,Feature 4,Feature 5,Feature 1,Feature 2,Feature 1,Feature 6,Feature 4,Feature 3
R_By6uOMJ3w8zNuEN1,Least Important,Most Important,,,,Most Important,Least Important,,,Least Important,Most Important,,,,Least Important,Most Important,Least Important,,,Most Important,20,Feature 4,Feature 6,Feature 1,Feature 5,Feature 3,Feature 5,Feature 6,Feature 2,Feature 6,Feature 3,Feature 5,Feature 1,Feature 5,Feature 2,Feature 3,Feature 4,Feature 2,Feature 1,Feature 4,Feature 3
R_2DZZbMXtgBZilyw1,,Most Important,Least Important,,Least Important,,,Most Important,Least Important,Most Important,,,,,Most Important,Least Important,Most Important,,Least Important,,21,Feature 6,Feature 1,Feature 4,Feature 2,Feature 5,Feature 4,Feature 3,Feature 6,Feature 1,Feature 5,Feature 6,Feature 3,Feature 3,Feature 2,Feature 5,Feature 4,Feature 4,Feature 3,Feature 2,Feature 1
R_3sbMOwV3kPJfo8x1,Most Important,Least Important,,,,Most Important,,Least Important,,Least Important,Most Important,,Least Important,,,Most Important,Most Important,,Least Important,,22,Feature 2,Feature 6,Feature 1,Feature 4,Feature 5,Feature 3,Feature 2,Feature 1,Feature 3,Feature 4,Feature 6,Feature 5,Feature 1,Feature 5,Feature 4,Feature 2,Feature 4,Feature 2,Feature 3,Feature 6
